StudentName,SSN,Address,PhoneNumber,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
Tammy Jones,338-09-5532,"458 Moore Mall, Davidberg, OK 47700",572-509-7969,2183,18,0,2,3,1.033713598,20,0,3,0,1,0,0,0.906353743,4
Hector Kennedy,143-58-1751,"93590 Lindsey Junction, Port Kimberlyfurt, ID 76469",316-647-8109,2184,18,0,0,0,3.17072317,10,1,2,0,0,1,0,2.419028937,3
Tamara Ford,252-93-1336,"PSC 9142, Box 8858, APO AP 11076",418-485-8299,2185,18,1,0,3,16.25386087,19,1,3,1,0,0,0,2.131447069,3
Jonathan Escobar,263-58-0671,"494 Jeremy Groves Apt. 120, East Rebeccastad, IL 92319",708-578-3884,2186,18,0,0,3,2.652079815,20,0,1,0,0,0,1,1.030802659,4
Janet Garcia,747-29-0442,"02489 John Isle, West Madelineview, ME 05086",711-209-2236,2187,18,1,2,2,4.667925389,20,1,3,0,0,0,1,1.50951986,4
Michael Lara,471-08-2847,"795 Crystal Row Suite 256, South Kelly, MS 39732",415-364-7528,2188,15,0,0,1,9.067412112,20,0,2,1,1,1,0,1.789239837,4
Ricardo Robertson,031-84-8906,"3279 John Corners Suite 281, South Beth, OK 36420",555-546-7850,2189,17,0,0,3,10.34241776,26,1,0,0,0,0,0,0.596417017,4
Loretta Rodriguez,467-95-0490,"8699 Mccoy Summit, Lake Miguel, KS 35413",531-526-8629,2190,18,0,2,3,15.27220959,18,0,2,0,0,0,0,1.414555678,4
Christopher Garcia,050-05-0219,"032 Candace Mount Suite 421, Obrienbury, NC 01562",605-210-3671,2191,17,1,0,1,8.946648533,22,0,0,0,1,1,0,1.242176324,4
Stacey Bennett,578-40-5744,"880 Michelle Landing Suite 384, North Andrew, GA 10185",744-691-3676,2192,17,1,2,4,15.79729242,18,0,3,1,0,0,0,1.934783812,4
Gabrielle Johnson,151-43-9180,"00775 Ponce Shoal, Lake Christopher, AL 47982",789-554-7643,2193,15,0,0,0,12.36692614,17,0,3,0,1,0,0,2.315769875,3
Jessica Williams,230-26-0038,"8318 Stephen Mews Apt. 012, West Raymond, MA 28365",611-843-9070,2194,18,0,0,1,2.261994788,18,0,2,1,1,0,0,1.81861256,4
Michael Wilson,344-79-4735,"35058 Aguirre Lakes, Kellyville, MT 79254",975-718-8982,2195,16,0,0,2,3.126628768,10,0,1,1,1,1,1,2.36312146,3
Kimberly Hall,139-92-6851,"Unit 8590 Box 7224, DPO AE 11892",942-357-6543,2196,15,1,2,2,8.740674509,2,0,1,0,0,0,0,2.791339403,2
Tammy Sanchez,482-16-2167,"09647 Alvarado Plaza Apt. 087, East Barbarafort, MI 16544",974-415-1157,2197,16,0,0,2,7.937787862,7,1,2,1,0,0,0,2.954534084,2
Melinda Tucker,384-24-9782,"22555 Rebekah Alley Suite 180, Walkerborough, MS 63394",349-957-2227,2198,17,1,0,0,14.87088539,19,0,3,0,0,0,1,1.812887043,4
Laura Thompson,495-08-9052,"240 Jonathan Land Apt. 656, Walkerberg, AR 64554",901-551-2007,2199,17,0,3,4,11.6147428,18,1,1,0,0,0,0,1.141456556,4
Zachary Pierce,118-45-4500,"65018 Marissa Junctions, Whiteheadfort, VA 07985",387-372-1385,2200,15,0,0,0,7.76266162,9,0,0,0,1,0,0,2.29536228,3
Joshua Moore,569-29-8774,"62000 Hannah Keys Suite 318, Port Debraport, TX 02841",843-197-1305,2201,15,0,1,1,3.415205669,15,0,2,1,0,0,0,1.677100802,4
Alexis Curtis,820-64-7430,"18694 Marissa Plaza Suite 238, South Jessicaland, MT 23424",748-474-1103,2202,16,0,1,0,4.536742047,4,0,2,0,0,0,0,2.752163931,2
Steven York,340-16-9868,"6703 Rebecca Greens Apt. 616, South Sheliachester, PA 35421",812-753-5556,2203,18,0,0,2,11.51002037,19,1,1,0,0,0,0,1.201444582,4
Teresa Wilkinson,028-36-4202,"214 Parks Parkway Suite 335, South Danielside, DC 53514",586-504-3044,2204,16,0,1,3,8.468776098,8,1,2,1,1,1,1,2.901185607,2
Clinton Copeland,704-41-8329,"1417 Sherri Inlet Apt. 640, West Ronald, ID 95671",604-686-8471,2205,15,1,0,2,10.29855018,7,0,2,1,0,0,0,2.676827394,2
Erik Ortega,507-21-8019,"6332 Jones Island, East Jackson, HI 89961",822-110-5500,2206,16,0,1,3,3.413548706,10,0,2,1,0,0,0,2.297639913,3
Sarah Carter,875-87-5171,"15519 King Turnpike, Boydside, MT 38286",957-508-8184,2207,15,1,0,0,13.25812505,15,0,2,0,0,0,0,1.451441021,4
Jacob Roberson,411-12-0011,"4419 Lawrence Via Apt. 037, Lake Amymouth, DE 23503",832-578-1400,2208,16,0,1,2,17.05077482,6,0,3,0,1,0,0,2.981786874,2
Monique Smith,719-85-1342,"069 Moore Squares Apt. 397, South Davidhaven, VT 12059",337-104-9129,2209,15,0,0,2,5.158790136,14,1,0,0,0,1,1,1.415221491,4
Lydia Fry,765-41-6714,"5670 Justin Path Suite 819, Lindaport, PA 03966",934-803-6468,2210,15,1,1,2,9.830284517,23,0,1,1,0,0,0,0.928539344,4
Connor Jackson,556-17-2601,"0909 Keith Club Suite 921, Toddfort, NV 70254",465-335-4377,2211,15,0,0,0,19.51054658,28,0,2,0,0,0,1,0.984031783,4
Jenny Tate,589-47-2619,"5000 Richard Cliff Suite 262, Lake Nancyland, SC 44203",760-220-7494,2212,18,1,0,2,6.664834811,20,1,2,1,0,0,1,1.382935705,4
Amy Howell,173-63-0165,"81715 James View, Port Susan, NH 53229",978-321-7677,2213,16,1,0,2,11.9009269,19,1,2,0,1,0,0,1.863899822,4
Steven Vance,649-70-0971,"2518 Palmer Plains, Georgeshire, NV 76969",793-119-8631,2214,16,0,0,2,1.803914004,22,0,3,1,1,0,0,1.228428847,4
Kenneth Burke,653-13-6398,"PSC 3757, Box 2051, APO AP 99540",513-845-2463,2215,16,1,2,2,12.12030005,16,0,3,1,0,1,0,2.137393265,3
Frederick Robinson,240-18-2845,"67698 Lauren Mission Suite 172, Deannaside, UT 72553",928-565-3703,2216,15,1,0,1,1.792635466,5,0,1,1,0,1,0,2.434532444,3
Ashley Cruz,767-46-0695,"96203 Powell Courts Apt. 910, South Brendachester, AZ 82499",203-288-4270,2217,16,0,3,2,19.18470871,14,0,3,0,0,0,0,2.256488312,3
Jamie Moore,332-73-0350,"7518 Justin Rest Suite 638, West Mark, KS 21094",973-625-7035,2218,16,1,3,1,14.31325304,7,0,2,0,1,0,0,2.689155112,2
Lisa Vasquez,585-36-5013,"5266 Peterson Points Suite 107, Harrisonfort, KY 46843",903-336-8445,2219,15,0,1,3,15.76319576,6,1,1,0,0,0,0,3.131235885,1
Roger Ward,219-52-8513,"USNV Collier, FPO AE 87978",346-454-3544,2220,17,0,0,2,14.08208722,1,1,4,0,1,0,0,3.770283973,0
Michael Porter,543-47-2627,"6610 Jason Neck, West Jeremy, MS 74489",201-784-2926,2221,15,0,0,1,11.79458072,29,0,3,0,1,0,0,0.799591198,4
Christine Ortiz,309-75-8537,"4917 Mcgrath Turnpike, Kellerberg, FL 16209",411-247-3300,2222,16,0,2,4,8.998255622,12,0,4,1,1,0,0,2.964668231,2
Timothy Stewart,686-23-4202,"805 Brandon Unions, Nelsonmouth, NH 11201",671-316-9907,2223,15,1,0,2,17.1674676,29,0,1,0,1,0,0,0.702760319,4
Victoria Hoffman,049-48-0448,"97525 Sandra Expressway Suite 203, East Christy, TN 61099",824-959-4241,2224,17,0,0,0,19.13671335,22,0,1,1,0,1,0,1.193617771,4
Laura Ho,424-31-0358,"6518 Brian Expressway, North Lisa, VA 26630",561-230-2435,2225,15,0,1,2,9.980723458,28,0,2,0,1,0,0,0.299951906,4
Alicia Harrell,375-83-6961,"1416 Henry Keys, Emilyville, WI 05709",504-696-4623,2226,16,1,2,1,18.63070098,5,0,3,0,1,0,0,3.299578873,1
Steven Lang,138-69-7966,"777 Amanda Falls, New David, NC 30663",477-250-5506,2227,17,0,2,3,11.6666582,28,0,1,0,0,0,0,0.212367095,4
Cynthia Cole,412-14-8718,"7855 Kaufman Stream, Lake Michael, ND 76420",525-946-3100,2228,18,0,0,3,10.76768374,4,0,3,1,1,1,0,3.526125038,0
Brian Jensen,270-07-9350,"07285 Gillespie Stravenue Suite 383, Francesview, ID 98211",796-385-6131,2229,16,1,1,4,9.089654659,19,0,2,0,1,0,0,1.611737954,4
Rhonda Cain,357-01-6667,"4497 Watson Valley Suite 469, Andrewview, NJ 86667",442-999-7869,2230,17,1,0,2,4.185755231,0,0,2,1,1,0,0,3.343050864,1
Matthew Woods,361-40-1057,"4785 Davis Shoal Suite 202, Clarkton, AR 64618",552-653-6018,2231,17,1,0,2,0.074393216,28,0,3,0,0,0,0,0.026468661,4
Taylor Mccarthy,257-44-4295,"99721 Harrell Neck, Anthonyside, MT 76387",353-509-3035,2232,18,1,2,2,4.830124537,17,0,3,1,0,0,0,1.63640311,4
Robert James,395-27-0611,"35672 Cynthia Lodge Suite 898, West Craighaven, AK 50053",527-988-1917,2233,15,1,0,1,10.19446343,14,0,0,0,0,0,0,1.709701378,4
Anthony King,366-13-1800,"51094 Taylor Fort Apt. 993, North Kyle, MI 06181",428-381-5181,2234,15,1,0,2,7.599199045,22,0,4,0,1,1,0,1.485111828,4
John Floyd,689-81-7569,"1201 Larson Shoals, East Yeseniaside, LA 20392",470-288-3943,2235,16,1,0,2,8.96970456,9,0,2,1,1,0,0,2.999409147,2
Brian Glover,212-23-9909,"1815 Ethan Extension, Port Stacyborough, MS 69099",237-846-6879,2236,18,0,2,0,19.61296439,2,1,0,1,0,0,0,3.51541583,0
Tina Herrera,811-10-3958,"06197 Baker Station Apt. 932, North Robert, CO 68447",294-101-4520,2237,15,1,2,2,7.005447413,4,0,3,0,0,0,0,2.918139128,2
Edward Cooley,782-75-6544,"USCGC Robinson, FPO AA 42358",250-387-7689,2238,18,1,1,3,9.043658787,23,0,4,1,1,0,0,1.362233599,4
Jean Wolf,844-36-9679,"2093 Young Squares Suite 126, North Melodyside, IL 09077",793-645-3653,2239,15,1,2,3,2.670311027,28,0,3,0,0,0,0,0.20506796,4
John Thomas,564-41-5240,"933 Kyle Lakes Apt. 416, Lake Timothy, KS 58092",339-841-4693,2240,17,0,0,0,0.959154649,12,0,3,1,0,1,0,2.233239466,3
William Rivas,683-21-1693,"51957 Leonard Meadow, South Summerview, WI 54773",632-742-2037,2241,15,0,0,0,15.50819029,7,1,3,0,1,0,0,3.159302938,1
Eduardo Houston,095-95-8722,"43123 Kramer Loaf, New Xavierside, OH 55746",692-283-5910,2242,18,1,0,1,11.4136635,21,1,4,0,0,1,0,1.994611703,4
Brian Erickson,640-81-1524,"02483 Trevor Mount, Kellyburgh, WV 03047",949-922-8761,2243,17,1,0,3,15.21409612,20,0,0,0,0,0,1,0.999088544,4
Angelica Jones,156-71-3986,"69685 Hernandez Square Suite 479, West Pamelafort, VA 23649",784-162-8840,2244,17,1,0,1,2.997255978,28,0,3,1,1,0,0,0.521955726,4
Brittany Rose,527-91-3766,"633 Guerra Plaza, North Davidbury, NY 65982",293-321-9489,2245,17,0,3,2,11.43657542,1,0,3,1,0,0,0,3.463687549,1
Anita Cook,863-44-2425,"54718 Ryan Square Apt. 135, East Adam, SC 80035",309-466-9195,2246,18,0,0,1,5.072849487,8,0,0,0,1,0,0,1.987964727,4
Philip Costa,817-93-5080,"79494 Rachel Island Apt. 398, Phillipshaven, IN 30973",509-533-1609,2247,16,1,0,2,4.561236338,16,0,2,1,0,0,1,1.681904804,4
Carolyn Colon,077-42-5102,"Unit 0032 Box 3025, DPO AP 69548",673-364-7411,2248,16,0,0,1,0.230520281,26,0,2,0,0,0,0,0.112635059,4
Amanda Harris,173-97-1663,"1918 Kristina Ports Apt. 224, Michaelhaven, AL 83553",273-668-4328,2249,16,1,0,2,2.606814471,17,0,3,1,0,0,1,1.907983914,4
Kimberly Brown,449-09-3268,"51284 Hanson View Apt. 941, East Laura, MD 51588",984-109-3606,2250,18,0,3,1,6.18536223,12,0,0,0,0,0,0,1.197933331,4
Crystal Jones,847-75-4831,"PSC 2665, Box 3225, APO AA 95261",978-637-6480,2251,17,0,0,2,2.337575212,0,1,3,0,0,0,0,3.215272685,1
Brandon Hall,212-77-7711,"261 Christian Plaza, Lake Edwardstad, TN 01954",904-778-3026,2252,16,1,0,1,19.71716881,11,0,1,0,0,0,0,2.190269259,3
Charles Payne,062-03-0177,"USNV George, FPO AP 47898",544-509-5848,2253,18,1,2,2,6.17265297,19,0,2,0,0,1,0,1.150966131,4
Steven Francis,807-68-1114,"013 Ashlee Flat, Hodgetown, CO 27845",788-146-2791,2254,16,1,0,3,2.606478934,19,0,3,0,0,0,1,0.690151345,4
Chase Lynch,715-64-9773,"0245 Nunez Corner, East Mark, WA 43017",657-761-5924,2255,15,1,0,1,3.981646257,20,0,2,1,0,0,0,1.519955292,4
Brian Duffy,160-03-5024,"610 Mitchell Viaduct, Lake Christopherborough, AK 37794",668-353-5381,2256,16,0,0,3,11.75406457,4,1,2,0,0,0,0,3.16898861,1
Jacob Middleton,056-13-8197,"5770 Dominique Freeway, Ernestborough, AK 31230",512-499-2831,2257,16,0,1,2,1.280870477,7,0,0,1,0,0,0,1.808164559,4
Natalie White,348-33-3847,"346 Chapman Key Apt. 114, Robertport, OH 92503",912-109-8845,2258,17,0,3,1,17.2486826,26,1,3,1,0,0,0,1.11587873,4
Rebecca Petty,311-66-9386,"0464 Harrison Street Apt. 936, New Candiceview, NE 18168",668-990-2992,2259,18,1,2,2,19.22999358,14,0,4,0,0,0,0,2.00330798,3
Nathan Rodriguez,336-01-9152,"0067 Erin Isle Apt. 539, Hansonside, WV 14106",472-516-9332,2260,17,0,0,1,4.934948413,26,1,4,0,0,0,0,0.889714915,4
Andrew Smith,347-93-6591,"206 Sharp Ridges Apt. 572, Peterstad, WA 09322",571-329-4333,2261,17,1,2,2,9.001905372,2,1,3,1,1,0,0,3.984673603,0
Ashley Sullivan,615-11-1938,"Unit 3741 Box 0570, DPO AP 03776",990-693-1598,2262,17,0,0,2,0.442689021,5,0,1,1,0,0,0,2.325434065,3
Leonard Collins,383-30-3384,"964 Serrano River Suite 372, East Melvinmouth, WV 22267",625-992-5768,2263,17,1,0,1,12.81420449,27,0,1,1,0,1,0,0.613316332,4
Suzanne Roy,492-28-7329,"187 Michael Springs, Harpermouth, KY 89774",766-122-2889,2264,17,1,0,2,8.278521161,12,1,1,1,1,1,0,2.712229743,2
Jared Patton,226-60-3710,"78169 Little Neck Suite 818, South Kristy, AZ 90460",326-772-5884,2265,16,0,0,3,5.401169322,11,0,2,0,0,1,0,2.096616211,3
Joseph Bryant,823-28-4963,"0995 Katherine Lake, North Mary, VA 94548",737-549-5366,2266,17,1,1,3,4.136742212,18,0,1,1,0,0,0,1.18306385,4
Jeremiah Daniels,334-70-0590,"1897 Crawford Inlet, North Kimberlyville, NM 48576",965-484-8586,2267,17,1,1,2,13.08046155,28,0,1,0,0,1,0,0.560174606,4
Jonathan Cortez,250-50-5273,"322 Salinas Corner, New Caseyburgh, CT 06304",280-639-4341,2268,18,0,3,4,8.324340621,17,0,3,0,0,0,0,1.167425413,4
Carolyn Jones,113-08-2609,"43006 Lopez Plain, East Josephburgh, AZ 35661",764-451-7735,2269,15,1,1,2,3.593185781,23,0,2,1,0,0,1,0.923181562,4
Stacy Wilson,343-51-3794,"2068 Andrew Divide, Marthamouth, ME 32539",236-429-4343,2270,16,1,1,1,13.78218163,0,0,3,1,0,0,0,3.841286249,0
Priscilla Adams,427-05-0637,"545 Williams Landing, Amyville, WV 69789",970-293-9367,2271,16,1,0,3,11.30144566,24,0,4,1,1,0,0,1.212880751,4
Karen Miller,386-69-2996,"54388 Rachel Dale Suite 622, East Alexisville, WI 57681",472-307-2208,2272,16,0,0,2,17.1734411,26,0,3,0,0,1,0,0.96214922,4
Victoria Martinez,329-73-8009,"Unit 2929 Box 0753, DPO AA 38314",741-290-4463,2273,17,0,1,2,2.349517978,6,1,3,1,0,0,0,2.502009134,2
Brandon Hernandez,841-47-4710,"USNS White, FPO AE 31568",743-313-4133,2274,17,1,0,2,15.71333204,11,0,3,1,0,0,0,2.456223794,3
Anthony Carter,640-14-8354,"8857 Rebecca Trace, New Emilyside, VT 93727",315-600-6184,2275,17,0,2,3,13.47033574,9,1,2,1,0,0,0,2.646556961,2
Timothy Ingram,845-29-1792,"54613 Adams Bypass, Lisaborough, MT 90774",552-691-4658,2276,18,1,0,3,2.300218737,28,1,0,0,0,0,0,0.381768495,4
Mark Jenkins,480-51-1802,"9167 Taylor Throughway Suite 708, Lake Tabithamouth, NV 98467",300-300-6570,2277,15,1,0,2,13.8964146,11,1,0,1,1,0,0,2.396139095,3
Brett Hurst,553-33-0063,"0476 Marshall Meadow Suite 517, Lake Christopher, AR 95335",354-891-7575,2278,17,1,0,1,8.830945778,10,1,1,0,1,1,0,2.595648863,2
Melissa Lopez,158-59-6215,"09451 Robles Dale Suite 697, North Sandra, MS 95205",905-183-1407,2279,15,1,0,2,18.89969571,3,1,3,1,1,0,0,4.0,0
Joseph Garcia,033-63-4604,"063 Ray Knoll Apt. 482, Blackwellmouth, MI 06637",426-600-7873,2280,18,1,0,2,2.832227012,18,1,4,1,0,0,0,1.419522635,4
Clifford Rich,844-58-9473,"291 Douglas Ports Apt. 555, South Heather, UT 16204",428-195-4987,2281,16,0,2,1,12.85666782,5,0,4,1,1,0,0,3.432684708,1
Roberto Thompson,497-16-0294,"8835 Robert Unions, North Charles, IA 78749",234-939-4804,2282,17,1,0,2,7.639600909,24,0,0,0,0,0,1,0.129306752,4
Adam Moreno,892-66-6563,"14686 Jacob Landing Suite 543, Carterfurt, MT 31046",617-898-4809,2283,15,0,1,2,19.13629341,8,1,4,0,0,0,0,2.928948238,2
Theodore Foster,517-65-8517,"750 Annette Point Suite 503, East Jennifer, SC 81222",345-620-1481,2284,15,0,0,1,6.599497906,19,0,2,0,0,0,0,0.947133463,4
Colton Adams,599-80-5706,"70543 Jeffrey Valleys, Paulton, NY 53082",844-363-2034,2285,17,1,0,1,19.24371819,9,1,3,0,1,0,0,2.999544104,2
Steven Robertson,127-42-7256,"83869 Heather Roads, Angelafurt, WI 05402",245-694-8785,2286,16,1,0,1,18.02971702,4,1,1,1,0,0,0,3.055386295,1
Omar Leblanc,207-23-3975,"24237 Patton Radial, New Anthony, AR 11594",486-884-9539,2287,16,0,2,3,5.407664706,26,0,0,0,0,0,0,0.0,4
Katie Lewis,691-17-5933,"1018 Turner Dam Suite 536, Shirleyborough, CO 90337",208-784-8943,2288,16,0,0,1,16.07083554,12,1,2,0,1,0,1,2.745858798,2
Erika Hodges,489-80-6594,"319 Holland Island, Lake Autumnburgh, KY 87966",729-673-5213,2289,18,0,2,1,19.91208404,8,0,3,1,0,1,1,3.214628426,1
Bobby Ross,115-29-9094,"82328 Barr Roads, Loriview, SD 77536",410-537-7359,2290,15,1,0,2,5.053260043,1,0,1,0,0,1,0,3.415413324,1
George Foster,637-68-2423,"154 Young Isle Suite 539, Stephenmouth, IL 29461",453-791-7994,2291,15,0,2,1,8.735543386,17,0,1,1,0,0,1,1.469389272,4
Matthew Smith,075-54-4640,"711 Cisneros Throughway, Lake Jessica, VT 10069",526-855-9763,2292,15,1,0,0,10.40361473,20,0,4,0,0,0,0,1.552112938,4
Andrew Haas,297-37-4763,"92210 Smith Inlet Suite 768, Paynemouth, CT 53725",344-899-7093,2293,18,1,1,1,5.898622716,0,0,4,0,0,0,0,3.548459826,0
Kimberly Waters,004-81-6355,"USNV Russell, FPO AP 21282",473-993-4338,2294,15,1,1,2,0.305296793,23,0,0,1,0,0,0,0.192625112,4
Eric Crawford,798-08-5232,"56257 Nunez Causeway, North Breannaport, GA 83390",886-135-3112,2295,18,0,3,2,4.402584884,20,0,3,0,0,0,0,1.34899742,4
Laura Weber,321-58-3631,"8658 Sean Plain Suite 028, South Josephton, IN 61689",277-260-4861,2296,16,1,0,1,5.638737687,11,1,2,0,1,0,0,2.143105069,3
John Jimenez,536-65-0909,"USCGC Rivera, FPO AA 91031",343-340-9033,2297,17,1,0,2,8.871994026,9,0,2,0,1,0,1,2.471386533,3
Ebony Carter,226-93-8283,"8667 Crawford Unions Suite 194, Floresstad, NE 00685",881-212-7796,2298,15,1,0,4,3.422049568,1,0,2,0,1,0,0,3.205425334,1
Dana Davis,315-88-6849,"PSC 5287, Box 4295, APO AE 74895",856-357-1031,2299,15,1,2,1,17.46508713,27,0,2,1,0,0,0,0.454114438,4
Elizabeth Reynolds,191-51-4111,"9542 Victoria River, West Darrenton, VT 63181",271-338-9356,2300,16,1,1,1,14.09822265,8,1,2,1,0,0,0,2.809833207,2
Emily Holland,051-42-1825,"PSC 4476, Box 5265, APO AP 97941",735-623-6546,2301,17,0,2,1,1.704009551,1,1,2,0,0,0,0,2.997505608,2
James Vasquez,613-12-2056,"6419 Kerr Dam Apt. 606, Tuckerbury, NE 94984",311-510-3415,2302,18,1,0,2,13.00184902,22,0,2,1,1,0,1,1.176189034,4
Crystal Palmer,627-44-4893,"82094 Cross Streets Suite 982, East Devintown, KS 66856",578-534-7033,2303,17,1,0,2,13.07312953,23,0,3,1,1,1,0,1.668924546,4
Antonio Hall,098-34-9749,"9497 Smith Underpass Apt. 847, Port Patriciamouth, CA 35552",862-775-7397,2304,16,0,0,1,19.12442347,29,1,3,1,1,0,0,1.623004075,4
Kendra Mendoza,798-86-4156,"271 Quinn Corners, New Richard, TX 16307",736-140-7548,2305,16,1,3,2,0.060417427,21,0,2,0,0,0,1,0.517793128,4
Crystal Anderson,024-45-8697,"0012 Sullivan Falls, New Mitchellhaven, TX 50060",312-350-2646,2306,17,0,1,0,4.958648996,13,0,1,1,0,0,0,1.946100698,4
Christy Alexander,120-14-1911,"8457 Jonathan Mountains Suite 734, New Holly, WV 93014",878-260-9299,2307,18,1,3,2,18.55582959,10,0,3,0,1,0,0,2.815003048,2
Autumn Bowers,183-67-6752,"584 Robert Courts, Port Christinestad, VA 74411",208-772-2016,2308,18,0,0,2,18.64267831,22,0,3,1,0,0,0,1.248182567,4
Alexander Park,673-68-9175,"269 Calhoun Hollow, Hernandezborough, OR 61763",767-788-5117,2309,15,0,1,1,14.41172839,10,1,3,1,0,0,0,2.759014343,2
Jamie Smith,674-72-8526,"91152 Adams Pass, East Terrimouth, ID 86851",945-902-1890,2310,18,1,1,2,15.31526642,16,0,2,0,1,0,0,1.921294208,4
Michael Carr,189-20-2457,"48666 Elizabeth Mills Apt. 965, South Maryville, IA 41320",605-475-2936,2311,17,1,0,1,1.829659159,3,0,1,0,0,0,0,2.732290676,2
Gregg Robertson,794-53-5450,"USCGC Saunders, FPO AP 11108",918-515-1546,2312,16,1,2,2,10.2775167,12,0,3,0,0,0,0,2.228608619,3
Michael Morrison,133-59-0120,"1735 Butler Greens, Shannonland, MI 91216",801-147-8147,2313,15,0,3,0,4.631659826,6,1,2,0,0,1,0,2.611688473,2
Jesse Harris,058-21-9483,"1542 Garcia Wall, Atkinsland, RI 52545",299-820-8287,2314,15,0,2,3,3.624360872,15,1,4,0,0,1,0,2.197776727,3
Pamela Love,113-80-7127,"061 Laura Union, Davisport, AK 85840",767-830-5775,2315,16,0,2,1,16.20606598,0,1,3,1,0,0,0,3.335506793,1
Sean Robles,445-43-6159,"1358 Hoover Hills Apt. 351, South Ian, IL 56253",519-590-3043,2316,18,1,0,3,2.700762734,12,0,1,0,0,0,0,1.721597963,4
Michael Ramirez,541-50-8920,"2773 Chen Springs Suite 876, Port Ryan, WI 77407",361-761-2251,2317,16,0,0,1,9.37303274,0,0,2,0,1,1,1,3.287973198,1
Marilyn Blair,402-12-4630,"081 Heather Spring, Johnsonville, CA 19202",686-644-4791,2318,18,0,3,2,18.77156479,10,1,3,0,0,0,0,2.561964557,2
Chloe Barnes,602-24-4042,"96947 Alexis Row Apt. 177, Matthewchester, MI 60490",905-726-6747,2319,16,1,0,1,3.716641111,5,0,2,0,0,0,0,2.358571866,3
Jason George,712-94-9543,"9068 Maria Mountains Suite 416, New Taylor, NY 43548",270-125-6618,2320,17,0,2,3,19.55986847,19,1,2,0,0,0,0,1.497673654,4
Justin Hines,863-92-9127,"51327 Spence Lodge, West Shane, DE 67784",744-497-2497,2321,18,0,2,1,19.88575972,2,0,3,1,0,0,0,3.517237129,0
Megan Norton,185-70-1532,"962 Christine Manors Suite 451, Barbaramouth, WA 54976",281-167-2913,2322,17,1,1,1,11.11234309,11,0,3,0,0,0,0,2.40408982,3
Cynthia Stewart,898-15-6120,"80146 Taylor Viaduct Apt. 295, South Gregory, FL 82041",854-934-3929,2323,15,0,3,2,3.402854804,4,0,1,1,1,1,1,2.517228982,2
Jeffrey Walton,561-87-1798,"592 Leslie Ferry Suite 086, New Nicholasport, NH 23017",866-148-7599,2324,16,1,0,0,6.322097759,8,1,2,0,0,0,0,2.435244282,3
Kimberly Jones,527-38-3838,"80805 Spencer Stream Suite 725, East Brianatown, WY 97959",227-408-6049,2325,15,1,0,1,8.489856654,25,1,4,1,0,0,0,1.283227506,4
Mark Ramirez,247-99-0018,"86621 Paul Branch, East Jason, VA 68351",319-869-3194,2326,15,1,0,3,6.186484487,25,0,4,0,1,0,0,1.099434304,4
Stephanie Brown,782-19-7111,"676 Patterson Courts Apt. 967, North Michael, PA 94869",688-626-4056,2327,15,1,0,4,5.612711598,11,0,3,1,0,0,0,2.191196795,3
Dawn Bryant,297-90-5818,"25925 Walsh Village, Wellsland, NJ 18800",680-572-1730,2328,15,1,0,1,19.44459418,29,1,4,1,0,1,0,1.584478764,4
Eric Mercado,217-71-7055,"1009 Jennifer Parkways Suite 012, Gardnerberg, WA 90088",503-743-9815,2329,16,0,0,3,3.067296548,29,0,2,1,0,0,0,0.475730833,4
Alexis Harrison,555-48-1909,"411 Holly Island, East Melissa, GA 19649",263-260-4505,2330,15,0,2,2,14.66655817,27,1,2,1,0,0,0,1.207268546,4
Michael Flores,669-30-2184,"687 Gamble Stravenue Suite 125, Nicolemouth, DE 23272",928-663-5793,2331,16,1,3,1,0.008205789,26,0,2,1,0,0,0,0.264924163,4
Jeremy Perez,003-63-7795,"07453 Clark Ville Apt. 163, Acevedotown, OR 25563",372-627-9684,2332,16,1,0,2,11.92365339,9,0,1,1,0,0,0,2.70665962,2
Amanda Nunez,549-67-4197,"54096 Norman Lake Suite 556, Matthewtown, MD 29317",411-415-5835,2333,17,0,0,2,18.31886008,18,0,2,1,0,0,0,1.530427889,4
Michele Cummings,041-37-8366,"625 Brenda Plaza, Deniseborough, DC 82353",977-590-6442,2334,18,1,3,4,5.758681882,4,0,2,1,1,0,1,3.127452528,1
April Greene,882-25-5028,"312 Christian Passage, Grayhaven, ME 50065",806-375-9547,2335,18,1,0,1,3.710519505,25,0,3,1,0,0,0,1.003614146,4
Lisa Calderon,282-49-0551,"43359 Melissa Plains Apt. 063, Lake April, NC 54641",494-431-8134,2336,16,1,0,2,13.0335959,4,0,3,0,0,0,1,3.369218605,1
Kevin Simon,608-34-4455,"473 Nelson Isle Apt. 187, New Robert, NJ 37796",224-428-5136,2337,17,0,0,0,14.25202815,8,0,3,0,0,0,0,2.791386108,2
Danielle Castaneda,023-86-9923,"6158 Jacob Branch Suite 144, Delacruzville, OH 48579",595-749-4236,2338,16,0,1,1,13.76061038,26,0,2,1,0,0,0,0.673525946,4
Brandon Lee,301-89-7947,"47518 Schmidt Unions, Hallchester, SD 81434",511-405-9026,2339,16,1,0,0,6.3863376,27,0,1,0,0,0,0,0.337554141,4
